out,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU240,k:Bacteria,p:Cyanobacteria,c:Chloroplast,,,,
OTU238,k:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Propionibacteriales,f:Nocardioidaceae,g:Nocardioides,s:bacterium_Ellin5133
OTU241,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,f:Haliangiaceae,g:Haliangium,
OTU243,k:Bacteria,,,,,,
OTU244,k:Bacteria,p:Acidobacteria,c:Acidobacteria,o:Subgroup_3,f:Unknown_Family,g:Bryobacter,
OTU242,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:GR-WP33-30,,,
OTU246,k:Bacteria,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Sphingobacteriaceae,g:Pedobacter,
OTU245,k:Bacteria,p:Proteobacteria,c:Betaproteobacteria,o:Rhodocyclales,f:Rhodocyclaceae,,
OTU250,k:Bacteria,p:Verrucomicrobia,c:OPB35_soil_group,,,,
OTU249,k:Bacteria,p:Verrucomicrobia,c:OPB35_soil_group,,,,
OTU247,k:Bacteria,p:Gemmatimonadetes,c:Gemmatimonadetes,o:Gemmatimonadales,f:Gemmatimonadaceae,,
OTU248,k:Bacteria,p:Proteobacteria,c:Betaproteobacteria,o:Nitrosomonadales,f:Nitrosomonadaceae,g:Nitrosospira,
OTU251,k:Bacteria,p:Gemmatimonadetes,c:Gemmatimonadetes,o:Gemmatimonadales,f:Gemmatimonadaceae,,
OTU252,k:Bacteria,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:AKYH767,,
OTU253,k:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Micrococcales,f:Cellulomonadaceae,g:Cellulomonas,
OTU255,k:Bacteria,p:Verrucomicrobia,c:OPB35_soil_group,,,,
OTU254,k:Bacteria,p:Actinobacteria,c:MB-A2-108,,,,
OTU256,k:Bacteria,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:AKYH767,,
OTU257,k:Bacteria,p:Chloroflexi,c:P2-11E,,,,
OTU258,k:Bacteria,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,g:Flavitalea,s:Sphingobacterium_sp._P-38
OTU259,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Caulobacterales,f:Caulobacteraceae,g:Phenylobacterium,s:Phenylobacterium_sp._T2-YC6777
OTU263,k:Bacteria,,,,,,
OTU260,k:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Micromonosporales,f:Micromonosporaceae,g:Luedemannella,
OTU261,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Desulfuromonadales,,,
OTU262,k:Bacteria,p:Acidobacteria,c:Subgroup_22,,,,
OTU264,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,f:BIrii41,,
OTU266,k:Bacteria,p:Cyanobacteria,c:Chloroplast,,,,
OTU267,k:Bacteria,p:Bacteroidetes,c:Cytophagia,o:Cytophagales,f:Cytophagaceae,,
OTU265,k:Bacteria,p:Nitrospirae,c:Nitrospira,o:Nitrospirales,f:0319-6A21,,
OTU269,k:Bacteria,p:Proteobacteria,c:Betaproteobacteria,o:Rhodocyclales,f:Rhodocyclaceae,,
OTU268,k:Bacteria,p:Planctomycetes,c:OM190,,,,
OTU270,k:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Propionibacteriales,f:Nocardioidaceae,g:Kribbella,s:Kribbella_jejuensis
OTU271,k:Bacteria,p:Acidobacteria,c:Acidobacteria,o:Subgroup_3,f:Unknown_Family,g:Bryobacter,
OTU272,k:Bacteria,p:Acidobacteria,c:Holophagae,o:Subgroup_7,,,
OTU274,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:A0839,,
OTU273,k:Bacteria,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Aquincola,
OTU276,k:Bacteria,p:Bacteroidetes,c:Cytophagia,o:Cytophagales,f:Cytophagaceae,g:Chryseolinea,s:Chryseolinea_serpens
OTU277,k:Bacteria,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,,
OTU275,k:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Kineosporiales,f:Kineosporiaceae,g:Kineococcus,
OTU278,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhodospirillales,f:JG37-AG-20,g:bacterium_Ellin6089,
OTU279,k:Bacteria,p:Acidobacteria,c:Acidobacteria,o:Subgroup_3,f:Unknown_Family,g:Bryobacter,
OTU280,k:Bacteria,p:Verrucomicrobia,c:Spartobacteria,o:Chthoniobacterales,f:DA101_soil_group,,
OTU281,k:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Frankiales,f:Frankiaceae,g:Jatrophihabitans,
OTU282,k:Bacteria,p:Verrucomicrobia,c:Spartobacteria,o:Chthoniobacterales,f:Chthoniobacteraceae,g:Chthoniobacter,
OTU283,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Rhizobiales_Incertae_Sedis,g:Nordella,
OTU285,k:Bacteria,p:Planctomycetes,c:Phycisphaerae,o:WD2101_soil_group,,,
OTU286,k:Bacteria,p:Bacteroidetes,c:Cytophagia,o:Cytophagales,f:Cytophagaceae,,
OTU287,k:Bacteria,p:Gemmatimonadetes,c:Gemmatimonadetes,o:Gemmatimonadales,f:Gemmatimonadaceae,,
OTU284,k:Bacteria,p:Acidobacteria,c:Acidobacteria,o:Subgroup_5,,,
OTU289,k:Bacteria,p:Verrucomicrobia,c:Opitutae,o:Opitutales,f:Opitutaceae,g:Opitutus,
OTU288,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhodospirillales,f:Rhodospirillaceae,g:Dongia,s:Azospirillum_sp._T2-YC6788
OTU291,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:GR-WP33-30,,,
OTU292,k:Bacteria,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Chryseobacterium,s:Chryseobacterium_sp._LB17
OTU294,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Sphingomonas,
OTU290,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:GR-WP33-30,,,
OTU293,k:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Micrococcales,f:Intrasporangiaceae,g:Oryzihumus,
OTU295,k:Bacteria,p:Verrucomicrobia,c:OPB35_soil_group,,,,
OTU296,k:Bacteria,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,g:Terrimonas,
OTU297,k:Bacteria,p:Acidobacteria,c:Acidobacteria,o:Subgroup_6,,,
OTU300,k:Bacteria,p:Planctomycetes,c:Planctomycetacia,o:Planctomycetales,f:Planctomycetaceae,,
OTU298,k:Bacteria,p:Actinobacteria,c:MB-A2-108,,,,
OTU299,k:Bacteria,p:Gemmatimonadetes,c:Gemmatimonadetes,o:Gemmatimonadales,f:Gemmatimonadaceae,g:Gemmatimonas,
OTU305,k:Bacteria,,,,,,
OTU304,k:Bacteria,p:Actinobacteria,c:Thermoleophilia,o:Gaiellales,,,
OTU302,k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Clostridiaceae_1,g:Clostridium_sensu_stricto_13,s:Clostridium_estertheticum_subsp._estertheticum
OTU301,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Xanthomonadales,f:Xanthomonadales_Incertae_Sedis,,
OTU303,k:Bacteria,p:Acidobacteria,c:Acidobacteria,o:Subgroup_3,f:Unknown_Family,g:Candidatus_Solibacter,
OTU306,k:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales,f:Alicyclobacillaceae,g:Tumebacillus,
OTU307,k:Bacteria,p:Acidobacteria,c:Acidobacteria,o:Subgroup_6,,,
OTU310,k:Bacteria,p:Actinobacteria,c:MB-A2-108,,,,
OTU311,k:Bacteria,p:Verrucomicrobia,c:Opitutae,o:Opitutales,f:Opitutaceae,g:Opitutus,
OTU309,k:Bacteria,p:Chloroflexi,c:TK10,,,,
OTU308,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Desulfurellales,f:Desulfurellaceae,,
OTU313,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,f:Polyangiaceae,g:Byssovorax,s:unidentified
OTU312,k:Bacteria,p:Acidobacteria,c:Acidobacteria,o:Subgroup_3,f:PAUC26f,,
OTU314,k:Bacteria,p:Chloroflexi,c:S085,,,,
OTU315,k:Bacteria,p:Gemmatimonadetes,c:Gemmatimonadetes,o:Gemmatimonadales,f:Gemmatimonadaceae,,
OTU316,k:Bacteria,p:Actinobacteria,c:Thermoleophilia,o:Gaiellales,,,
OTU320,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rickettsiales,f:Mitochondria,,
OTU319,k:Bacteria,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,g:Terrimonas,
OTU318,k:Bacteria,p:Acidobacteria,c:Acidobacteria,o:Subgroup_6,,,
OTU317,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,f:Cystobacteraceae,g:Anaeromyxobacter,
OTU321,k:Archaea,p:Thaumarchaeota,c:Soil_Crenarchaeotic_Group[SCG],,,,
OTU322,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Xanthomonadales,f:Xanthomonadaceae,g:Xanthomonas,s:Xanthomonas_gardneri
OTU323,k:Bacteria,p:Proteobacteria,c:Betaproteobacteria,o:TRA3-20,,,
OTU324,k:Bacteria,p:Proteobacteria,c:Betaproteobacteria,o:Nitrosomonadales,f:Nitrosomonadaceae,,
OTU330,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rickettsiales,f:Mitochondria,,
OTU327,k:Bacteria,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:Simkaniaceae,g:Candidatus_Rhabdochlamydia,
OTU329,k:Bacteria,p:Planctomycetes,c:Pla4_lineage,,,,
OTU326,k:Bacteria,p:Acidobacteria,c:Acidobacteria,o:Subgroup_3,f:Unknown_Family,g:Candidatus_Solibacter,s:bacterium_Ellin7504
OTU328,k:Bacteria,p:Nitrospirae,c:Nitrospira,o:Nitrospirales,f:Nitrospiraceae,g:Nitrospira,
OTU325,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Enterobacteriales,f:Enterobacteriaceae,,
OTU331,k:Bacteria,p:Acidobacteria,c:Acidobacteria,o:Acidobacteriales,f:Acidobacteriaceae_[Subgroup_1],g:Edaphobacter,
OTU334,k:Bacteria,p:Planctomycetes,c:Phycisphaerae,o:WD2101_soil_group,,,
OTU333,k:Bacteria,p:Gemmatimonadetes,c:Gemmatimonadetes,o:S0134_terrestrial_group,,,
OTU332,k:Bacteria,p:Gemmatimonadetes,c:Gemmatimonadetes,o:Gemmatimonadales,f:Gemmatimonadaceae,g:Gemmatimonas,
OTU335,k:Bacteria,p:Verrucomicrobia,c:OPB35_soil_group,,,,
OTU337,k:Bacteria,p:Acidobacteria,c:Acidobacteria,o:Subgroup_4,f:11-24,,
OTU336,k:Bacteria,p:Proteobacteria,c:Betaproteobacteria,o:SC-I-84,f:beta_proteobacterium_WX53,,
OTU338,k:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Frankiales,f:Acidothermaceae,g:Acidothermus,
OTU339,k:Bacteria,p:Verrucomicrobia,c:OPB35_soil_group,,,,
OTU340,k:Bacteria,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,g:Flavisolibacter,
OTU341,k:Bacteria,p:Gemmatimonadetes,c:Gemmatimonadetes,o:Gemmatimonadales,f:Gemmatimonadaceae,,
OTU342,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Xanthomonadales,f:Xanthomonadaceae,g:Luteimonas,s:Luteimonas_aestuarii
OTU344,k:Bacteria,p:Nitrospirae,c:Nitrospira,o:Nitrospirales,f:0319-6A21,,
OTU348,k:Bacteria,,,,,,
OTU345,k:Bacteria,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,g:Ferruginibacter,
OTU350,k:Bacteria,,,,,,
OTU343,k:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Kineosporiales,f:Kineosporiaceae,g:Pseudokineococcus,s:Kineococcus_tegulae
OTU347,k:Bacteria,p:Acidobacteria,c:Acidobacteria,o:Subgroup_4,f:Unknown_Family,g:Blastocatella,
OTU346,k:Bacteria,p:Latescibacteria,,,,,
OTU349,k:Bacteria,p:Verrucomicrobia,c:OPB35_soil_group,,,,
OTU351,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rickettsiales,f:Mitochondria,,
OTU352,k:Bacteria,p:Bacteroidetes,c:Cytophagia,o:Cytophagales,f:Cytophagaceae,g:Adhaeribacter,
OTU355,k:Bacteria,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,g:Ferruginibacter,
OTU356,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,,,,
OTU354,k:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Frankiales,f:Nakamurellaceae,g:Nakamurella,
OTU353,k:Bacteria,p:Actinobacteria,c:Thermoleophilia,o:Gaiellales,f:Gaiellaceae,g:Gaiella,
OTU358,k:Bacteria,p:Acidobacteria,c:Acidobacteria,,,,
OTU359,k:Bacteria,p:Acidobacteria,c:Acidobacteria,o:Subgroup_3,f:Unknown_Family,g:Candidatus_Solibacter,
OTU357,k:Bacteria,p:Proteobacteria,c:Betaproteobacteria,o:SC-I-84,,,
OTU360,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhodospirillales,f:Rhodospirillaceae,g:Dongia,
OTU365,k:Bacteria,p:Actinobacteria,c:Thermoleophilia,o:Solirubrobacterales,f:FFCH13075,,
OTU361,k:Bacteria,p:Acidobacteria,c:Acidobacteria,o:Subgroup_3,f:Unknown_Family,g:Candidatus_Solibacter,
OTU363,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Moraxellaceae,,
OTU362,k:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Micromonosporales,f:Micromonosporaceae,,
OTU364,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Xanthomonadales,f:Xanthomonadaceae,g:Lysobacter,
OTU366,k:Bacteria,p:Acidobacteria,c:Holophagae,o:Subgroup_7,,,
OTU367,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Hyphomicrobiaceae,g:Pedomicrobium,
OTU368,k:Bacteria,p:Chloroflexi,c:TK10,,,,
OTU372,k:Bacteria,p:Verrucomicrobia,c:OPB35_soil_group,,,,
OTU369,k:Bacteria,p:Actinobacteria,c:Thermoleophilia,o:Gaiellales,,,
OTU371,k:Bacteria,p:Acidobacteria,c:Holophagae,o:Subgroup_10,f:Sva0725,,
OTU375,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rickettsiales,f:Mitochondria,,
OTU370,k:Bacteria,p:Acidobacteria,c:Subgroup_22,,,,
OTU374,k:Bacteria,p:Acidobacteria,c:Acidobacteria,o:Subgroup_12,,,
OTU373,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,,,
OTU376,k:Bacteria,p:Gemmatimonadetes,c:Gemmatimonadetes,o:Gemmatimonadales,f:Gemmatimonadaceae,g:Gemmatimonas,
OTU377,k:Bacteria,p:Planctomycetes,c:Phycisphaerae,o:S-70,,,
OTU379,k:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Propionibacteriales,f:Nocardioidaceae,g:Aeromicrobium,s:Aeromicrobium_ginsengisoli
OTU380,k:Bacteria,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,g:Ferruginibacter,
OTU381,k:Bacteria,p:Planctomycetes,c:Phycisphaerae,o:WD2101_soil_group,,,
OTU378,k:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Micromonosporales,f:Micromonosporaceae,,
OTU382,k:Bacteria,p:Verrucomicrobia,c:OPB35_soil_group,,,,
OTU383,k:Bacteria,p:Acidobacteria,c:Holophagae,o:Subgroup_7,,,
OTU388,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rickettsiales,f:Mitochondria,,
OTU385,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Desulfobacterales,f:Nitrospinaceae,g:Candidatus_Entotheonella,
OTU384,k:Bacteria,p:Chloroflexi,c:Anaerolineae,o:Anaerolineales,f:Anaerolineaceae,,
OTU386,k:Bacteria,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,,
OTU389,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Pseudomonadaceae,,
OTU387,k:Bacteria,p:Acidobacteria,c:Acidobacteria,o:Acidobacteriales,f:Acidobacteriaceae_[Subgroup_1],,
OTU390,k:Bacteria,p:Acidobacteria,c:Subgroup_22,,,,
OTU393,k:Bacteria,p:Bacteroidetes,c:Cytophagia,o:Cytophagales,f:Cytophagaceae,,
OTU394,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Sh765B-TzT-29,,,
OTU392,k:Bacteria,p:Acidobacteria,c:Acidobacteria,o:Acidobacteriales,f:Acidobacteriaceae_[Subgroup_1],g:Acidobacterium,
OTU391,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Sphingomonas,
OTU395,k:Bacteria,p:Acidobacteria,c:Acidobacteria,o:Acidobacteriales,f:Acidobacteriaceae_[Subgroup_1],,
OTU396,k:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Corynebacteriales,f:Mycobacteriaceae,g:Mycobacterium,s:Mycobacterium_sp.
OTU397,k:Bacteria,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Sphingobacteriaceae,g:Mucilaginibacter,
OTU398,k:Bacteria,p:Planctomycetes,c:OM190,,,,
OTU399,k:Bacteria,p:Gemmatimonadetes,c:Gemmatimonadetes,o:Gemmatimonadales,f:Gemmatimonadaceae,g:Gemmatimonas,
OTU403,k:Bacteria,p:Armatimonadetes,,,,,
OTU400,k:Bacteria,p:Actinobacteria,c:Thermoleophilia,o:Solirubrobacterales,f:0319-6M6,,
OTU401,k:Bacteria,p:Gemmatimonadetes,c:Gemmatimonadetes,o:Gemmatimonadales,f:Gemmatimonadaceae,g:Gemmatimonas,
OTU402,k:Bacteria,p:Acidobacteria,c:Holophagae,o:Subgroup_10,f:ABS-19,,
OTU404,k:Bacteria,p:Acidobacteria,c:Acidobacteria,o:Subgroup_4,f:Unknown_Family,g:Blastocatella,
OTU405,k:Bacteria,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,,,
OTU406,k:Bacteria,p:Gemmatimonadetes,c:Gemmatimonadetes,o:Gemmatimonadales,f:Gemmatimonadaceae,,
OTU407,k:Bacteria,p:Planctomycetes,c:Planctomycetacia,o:Planctomycetales,f:Planctomycetaceae,,
OTU408,k:Bacteria,p:Proteobacteria,c:Betaproteobacteria,o:Nitrosomonadales,f:Nitrosomonadaceae,,
OTU413,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rickettsiales,f:Mitochondria,,
OTU412,k:Bacteria,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,,
OTU409,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,,,
OTU410,k:Bacteria,p:Acidobacteria,c:Acidobacteria,o:Subgroup_3,f:Unknown_Family,g:Bryobacter,
OTU411,k:Bacteria,p:Verrucomicrobia,c:OPB35_soil_group,,,,
OTU414,k:Bacteria,p:Chloroflexi,c:Chloroflexia,o:Chloroflexales,f:Roseiflexaceae,g:Roseiflexus,
OTU415,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:GR-WP33-30,,,
OTU418,k:Bacteria,p:Verrucomicrobia,c:OPB35_soil_group,,,,
OTU416,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Caulobacterales,f:Caulobacteraceae,,
OTU419,k:Bacteria,p:Bacteroidetes,c:Cytophagia,o:Cytophagales,f:Cytophagaceae,,
OTU417,k:Bacteria,p:Acidobacteria,c:Acidobacteria,o:Acidobacteriales,f:Acidobacteriaceae_[Subgroup_1],,
OTU421,k:Bacteria,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,g:Flavisolibacter,
OTU422,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rickettsiales,f:Rickettsiaceae,,
OTU420,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Rhizobiales_Incertae_Sedis,g:Bauldia,
OTU423,k:Bacteria,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,
OTU425,k:Bacteria,p:Acidobacteria,c:Acidobacteria,o:Subgroup_4,f:11-24,,
OTU424,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:GR-WP33-30,,,
OTU426,k:Bacteria,p:Cyanobacteria,c:Cyanobacteria,o:SubsectionIII,f:FamilyI,g:Microcoleus,
OTU428,k:Bacteria,p:Verrucomicrobia,c:Spartobacteria,o:Chthoniobacterales,f:Chthoniobacteraceae,g:Chthoniobacter,
OTU429,k:Bacteria,p:Chloroflexi,c:Anaerolineae,o:Anaerolineales,f:Anaerolineaceae,,
OTU431,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Rhizobiales_Incertae_Sedis,g:Rhizomicrobium,
OTU427,k:Bacteria,p:Proteobacteria,c:Betaproteobacteria,o:Nitrosomonadales,f:Nitrosomonadaceae,,
OTU430,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Sphingomonas,
OTU432,k:Bacteria,p:Acidobacteria,c:Acidobacteria,o:Subgroup_3,f:Unknown_Family,g:Bryobacter,
OTU433,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhodospirillales,f:Rhodospirillales_Incertae_Sedis,g:Reyranella,
OTU434,k:Bacteria,p:Verrucomicrobia,c:OPB35_soil_group,,,,
OTU436,k:Bacteria,p:Chloroflexi,c:Chloroflexia,o:Chloroflexales,f:Roseiflexaceae,g:Roseiflexus,
OTU437,k:Bacteria,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,,
OTU435,k:Bacteria,p:Acidobacteria,c:Acidobacteria,o:Subgroup_6,,,
OTU438,k:Bacteria,p:Acidobacteria,c:Acidobacteria,o:Subgroup_3,f:Unknown_Family,g:Bryobacter,
OTU440,k:Bacteria,p:Verrucomicrobia,c:OPB35_soil_group,,,,
OTU439,k:Bacteria,p:Actinobacteria,c:Thermoleophilia,o:Gaiellales,,,
OTU441,k:Bacteria,p:Actinobacteria,c:Acidimicrobiia,o:Acidimicrobiales,,,
OTU443,k:Bacteria,p:Planctomycetes,c:Planctomycetacia,o:Planctomycetales,f:Planctomycetaceae,g:Pirellula,
OTU442,k:Bacteria,p:Gemmatimonadetes,c:Gemmatimonadetes,o:Gemmatimonadales,f:Gemmatimonadaceae,g:Gemmatimonas,
OTU444,k:Bacteria,p:Chloroflexi,c:Gitt-GS-136,,,,
OTU445,k:Bacteria,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,,
OTU447,k:Bacteria,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Burkholderiaceae,g:Burkholderia,
OTU449,k:Bacteria,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,,
OTU451,k:Bacteria,p:Planctomycetes,c:Planctomycetacia,o:Planctomycetales,f:Planctomycetaceae,g:Gemmata,
OTU450,k:Bacteria,p:Chloroflexi,c:TK10,,,,
OTU446,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Phyllobacteriaceae,g:Mesorhizobium,
OTU448,k:Bacteria,p:Acidobacteria,c:Acidobacteria,o:Subgroup_6,,,
OTU452,k:Bacteria,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,,
OTU455,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rickettsiales,f:Mitochondria,,
OTU454,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,,,
OTU453,k:Bacteria,p:Actinobacteria,c:Thermoleophilia,o:Gaiellales,,,
OTU460,k:Archaea,p:Thaumarchaeota,c:Soil_Crenarchaeotic_Group[SCG],,,,
OTU456,k:Bacteria,p:Gemmatimonadetes,c:Gemmatimonadetes,o:Gemmatimonadales,f:Gemmatimonadaceae,,
OTU459,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Rhizobiales_Incertae_Sedis,g:Rhizomicrobium,s:bacterium_Ellin335
OTU461,k:Bacteria,p:Acidobacteria,c:Acidobacteria,o:Subgroup_4,f:Unknown_Family,g:Blastocatella,
OTU458,k:Bacteria,p:Actinobacteria,c:Thermoleophilia,o:Gaiellales,,,
OTU457,k:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales,f:Planococcaceae,g:Sporosarcina,
OTU462,k:Bacteria,p:Nitrospirae,c:Nitrospira,o:Nitrospirales,f:Nitrospiraceae,g:Nitrospira,
OTU467,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rickettsiales,f:Mitochondria,,
OTU464,k:Bacteria,p:Planctomycetes,c:Pla3_lineage,,,,
OTU465,k:Bacteria,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:PHOS-HE51,,
OTU463,k:Bacteria,p:Acidobacteria,c:Acidobacteria,o:Acidobacteriales,f:Acidobacteriaceae_[Subgroup_1],,
OTU468,k:Bacteria,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,
OTU471,k:Bacteria,,,,,,
OTU466,k:Bacteria,p:Chloroflexi,c:S085,,,,
OTU469,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:GR-WP33-30,,,
OTU470,k:Bacteria,p:Verrucomicrobia,c:OPB35_soil_group,,,,
OTU472,k:Bacteria,p:Acidobacteria,c:Acidobacteria,o:Subgroup_3,f:Unknown_Family,g:Bryobacter,
OTU473,k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Clostridiaceae_1,g:Clostridium_sensu_stricto_13,s:Clostridium_sulfidigenes
OTU474,k:Bacteria,p:Actinobacteria,c:Acidimicrobiia,o:Acidimicrobiales,,,
OTU476,k:Bacteria,p:Acidobacteria,c:Acidobacteria,o:Subgroup_2,,,
OTU478,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhodospirillales,f:Rhodospirillales_Incertae_Sedis,g:Reyranella,
OTU477,k:Bacteria,p:Chloroflexi,c:Anaerolineae,o:Anaerolineales,f:Anaerolineaceae,,
OTU475,k:Bacteria,p:Actinobacteria,c:Acidimicrobiia,o:Acidimicrobiales,,,
OTU479,k:Bacteria,p:Verrucomicrobia,c:OPB35_soil_group,,,,
OTU480,k:Bacteria,p:Acidobacteria,c:Acidobacteria,o:Subgroup_6,,,
